,service,flag,src_bytes,dst_bytes,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,Label
106685,15,9,1032,0,383,0,0,1,0,255,1,0,0,0,0
36261,20,9,59,0,23,0,0,1,0,56,0.25,0.02,0,0,4
58436,12,9,33,88,1,0,0,1,0,247,0.97,0.01,0,0,4
46888,49,5,0,0,259,1,1,0.05,0.06,11,0.04,0.09,1,1,0
103387,29,5,0,0,243,1,1,0.02,0.07,6,0.02,0.07,1,1,0
46654,24,9,358,1272,16,0,0,1,0,255,1,0,0,0,4
64071,24,9,203,4334,6,0,0,1,0,255,1,0,0,0,4
110831,44,9,59,0,12,0.08,0,0.08,0.33,1,0.01,0.08,0.01,0,4
55774,41,4,0,0,1,0,0,1,0,1,0,0.77,0,0,1
56293,24,9,316,2698,2,0,0,1,0,248,0.97,0.01,0,0,4
25070,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
84118,68,5,0,0,287,1,1,0.03,0.06,9,0.04,0.08,1,1,0
16199,49,5,0,0,137,1,1,0.03,0.06,6,0.02,0.06,1,1,0
47543,44,9,516,4,463,0,0,1,0,255,1,0,0,0,4
106135,49,1,0,0,32,0,0,0.38,0.09,20,0.08,0.05,0,0,0
100863,15,9,520,0,479,0,0,1,0,145,1,0,0,0,0
63044,12,9,44,70,152,0,0,1,0,188,0.74,0.01,0,0,4
62293,49,9,1,0,8,0,0,1,0,8,0.03,0.53,0.04,0,1
50271,29,5,0,0,143,1,1,0.09,0.06,14,0.05,0.07,1,1,0
113750,24,9,370,705,10,0,0,1,0,255,1,0,0,0,4
69750,24,1,0,0,1,0,0,1,0,190,1,0,0,0.01,4
93434,49,5,0,0,292,1,1,0.05,0.06,6,0.02,0.08,1,1,0
35397,14,9,8,0,1,0,0,1,0,105,1,0,0,0,1
35579,12,9,36,36,2,0,0,1,0,145,0.97,0.02,0,0,4
981,24,1,0,0,1,0,0,1,0,155,0.72,0.01,0,0,4
96013,12,9,45,45,144,0,0,1,0,255,1,0,0,0,4
94131,15,9,1032,0,13,0,0,1,0,13,0.05,0.02,0,0,0
37586,49,5,0,0,131,1,1,0.08,0.07,31,0.12,0.06,1,1,0
76296,54,9,923,332,1,0,0,1,0,165,0.6,0.12,0,0.01,4
2659,24,1,0,0,1,0,0,1,0,54,1,0,0,0.02,4
25282,24,9,331,660,3,0,0,1,0,255,1,0,0,0,4
117907,54,9,938,328,1,0,0,1,0,168,0.97,0.06,0,0,4
7637,24,5,0,0,2,0.5,0.33,1,0,255,1,0,0.03,0.01,4
43769,20,9,748,0,1,0,0,1,0,54,0.28,0.03,0,0,4
38941,24,9,249,392,8,0,0,1,0,255,1,0,0,0,4
103290,14,9,18,0,1,0,0,1,0,5,1,0,0,0,1
11111,35,5,0,0,300,1,1,0.07,0.05,20,0.08,0.08,1,1,0
86859,63,5,0,0,265,1,1,0.02,0.06,6,0.02,0.07,1,1,0
90359,19,9,935,2720,1,0,0,1,0,3,0.04,0.07,0,0,4
27550,24,9,229,4382,10,0,0,1,0,255,1,0,0,0,4
67922,15,9,1032,0,511,0,0,1,0,58,0.23,0.15,0,0,0
64671,18,5,0,0,25,1,1,0.24,0.16,29,0.24,0.04,0.98,0.9,0
89084,24,9,282,3868,2,0,0,1,0,255,1,0,0,0,4
34507,19,9,333,1072,1,0,0,1,0,40,0.17,0.02,0,0,4
25137,19,5,0,0,287,1,1,0.07,0.06,19,0.07,0.06,1,1,0
79252,24,5,0,0,294,1,1,0.02,0.05,5,0.02,0.05,1,1,0
35483,49,9,1,0,30,0,0,0.03,0.13,1,0,0.08,0,0,1
116487,49,5,0,0,210,1,1,0.05,0.06,3,0.01,0.08,1,1,0
43420,54,9,951,329,1,0,0,1,0,117,0.78,0.03,0,0,4
3595,24,9,209,1863,11,0,0,1,0,255,1,0,0,0,4
23088,24,9,197,253,8,0,0,1,0,255,1,0,0.01,0,4
75193,60,9,102,2063,1,0,0,1,0,2,0.5,1,0,0,4
69659,24,9,162,7768,1,0,0,1,0,255,1,0,0.25,0,4
12580,14,9,8,0,1,0,0,1,0,108,1,0,0,0,1
84193,24,9,348,255,32,0,0,1,0,255,1,0,0,0,4
116440,11,5,0,0,281,1,1,0.03,0.05,8,0.03,0.05,1,1,0
97485,24,9,253,2235,1,0,0,1,0,255,1,0,0,0,4
26307,19,9,1172,3380,1,0,0,1,0,43,0.17,0.03,0,0,4
109430,20,9,4753,0,18,0,0,1,0,24,0.09,0.07,0.84,0,4
87985,12,9,45,45,116,0,0,1,0,171,0.72,0.02,0,0,4
86971,67,5,0,0,247,1,1,0,0.06,20,0.08,0.06,1,1,0
118706,15,9,1032,0,511,0,0,1,0,121,0.47,0.17,0,0,0
29359,20,9,172,0,9,0,0,1,0,98,0.92,0.04,0,0,4
4051,24,9,212,2120,12,0,0,1,0,255,1,0,0,0,4
56798,24,9,147,6195,2,0,0,1,0,255,1,0,0.01,0,4
82241,49,1,0,0,43,0,0,0.02,0.56,1,0,0.12,0.01,0,1
119503,60,9,116,6062,1,0,0,1,0,1,0.01,0.09,0.02,0,4
29281,54,9,1046,360,1,0,0,1,0,104,0.41,0.03,0,0,4
279,24,9,226,651,12,0,0,1,0,255,1,0,0,0,4
107127,49,5,0,0,68,1,1,0.26,0.06,14,0.05,0.07,1,1,0
19844,12,9,45,134,76,0,0,1,0,255,1,0,0,0,4
42807,49,5,0,0,129,1,1,0.09,0.08,6,0.02,0.08,1,1,0
7102,24,9,288,475,13,0,0,1,0,255,1,0,0,0,4
62513,24,9,194,327,5,0,0,1,0,255,1,0,0,0,4
47358,67,1,0,0,236,0,0,0.01,0.07,3,0.01,0.07,0,0,0
112176,49,4,0,0,1,0,0,1,0,1,0,0.72,0,0,1
27039,14,9,8,0,1,0,0,1,0,78,1,0,0,0,1
1202,13,5,0,0,281,1,1,0.06,0.05,2,0.01,0.07,1,1,0
77794,35,5,0,0,217,1,1,0.06,0.06,13,0.05,0.08,1,1,0
118749,20,5,0,0,257,1,1,0.07,0.05,19,0.07,0.05,1,1,0
74364,47,9,80,6409,1,0,0,1,0,5,0.01,0.09,0.01,0,4
77092,24,9,284,255,10,0,0,1,0,255,1,0,0,0,4
26425,16,5,0,0,144,1,1,0.11,0.06,16,0.06,0.06,1,1,0
69863,19,9,337,1069,1,0,0,1,0,39,0.18,0.04,0,0,4
59777,60,5,0,0,67,1,1,0.24,0.06,63,0.25,0.02,1,1,0
42515,24,9,318,24665,3,0,0,1,0,255,1,0,0,0,4
110147,24,9,167,435,1,0,0,1,0,255,1,0,0.05,0.01,4
106824,54,9,1485,329,1,0,0,1,0,84,0.72,0.03,0,0,4
2155,24,9,337,188,1,0,0,1,0,255,1,0,0,0,4
65743,10,5,0,0,264,1,1,0.08,0.06,20,0.08,0.07,1,1,0
92169,24,9,214,458,12,0,0,1,0,112,1,0,0,0,4
2588,49,5,0,0,225,1,1,0.08,0.06,18,0.07,0.08,1,1,0
97412,12,9,45,76,117,0,0,1,0,254,1,0.01,0,0,4
58798,24,9,314,1018,16,0,0,1,0,255,1,0,0,0,4
48965,10,5,0,0,195,1,1,0.01,0.06,1,0,0.06,1,1,0
123209,38,4,0,0,1,0,0,1,0,1,0,0.58,0,0,1
78368,49,5,0,0,120,1,1,0.06,0.06,12,0.05,0.07,1,1,0
69996,58,5,0,0,275,1,1,0.08,0.05,21,0.08,0.05,1,1,0
40400,69,1,0,0,231,0,0,0.03,0.07,6,0.02,0.08,0,0,0
114920,24,9,213,4167,8,0,0,1,0,255,1,0,0,0,4
17118,24,9,225,700,15,0,0,1,0,255,1,0,0,0,4
124924,24,9,231,339,21,0,0,1,0,255,1,0,0,0,4
40329,12,9,43,43,159,0,0,1,0,255,1,0,0,0,4
104904,24,9,232,765,2,0,0,1,0,113,1,0,0.02,0.02,4
67425,24,9,238,10378,15,0,0,1,0,255,1,0,0,0,4
119136,12,9,45,111,65,0,0,1,0,132,0.71,0.02,0,0,4
22124,12,9,44,136,69,0,0,1,0,190,0.75,0.02,0,0,4
40678,54,9,693,327,1,0,0,1,0,185,0.71,0.02,0,0,4
48987,54,9,1147,366,1,0,0,1,0,229,0.95,0.02,0,0,4
2500,20,9,1153,0,1,0,0.95,1,0,87,0.2,0.08,0,0,4
103343,49,1,0,0,78,0,0,0.06,0.08,19,0.07,0.06,0,0,0
57195,49,1,0,0,275,0,0,0.03,0.06,7,0.03,0.07,0,0,0
60473,42,4,0,0,1,0,0,1,0,1,0,0.55,0,0,1
36149,24,9,198,609,11,0,0,1,0,255,1,0,0,0,4
25494,24,9,251,276,4,0,0,0.75,0.5,248,0.97,0.01,0,0,4
87599,24,9,282,10853,7,0,0,1,0,255,1,0,0,0,4
51437,32,5,0,0,115,1,1,0.09,0.08,10,0.04,0.06,1,1,0
37855,69,5,0,0,289,1,1,0.04,0.06,2,0.01,0.07,1,1,0
8440,49,1,0,0,258,0,0,0.06,0.06,16,0.06,0.06,0,0,0
61570,49,5,0,0,225,1,1,0.06,0.06,12,0.05,0.07,1,1,0
31842,20,9,1363,0,19,0,0,1,0,48,0.54,0.03,0,0,4
65265,24,9,299,507,14,0,0,1,0,255,1,0,0,0,4
81500,24,9,368,327,1,0,0,1,0,255,1,0,0,0,4
100987,24,9,326,1427,12,0,0,1,0,255,1,0,0,0,4
102347,63,5,0,0,279,1,1,0.07,0.05,20,0.08,0.07,1,1,0
104476,49,5,0,0,264,1,1,0.01,0.06,3,0.01,0.07,1,1,0
91166,24,1,0,0,1,0,0,1,0,128,1,0,0,0,4
28809,66,2,0,0,126,0,0,0.1,0.06,13,0.05,0.07,0,0,0
86126,63,5,0,0,221,1,1,0.05,0.06,20,0.08,0.06,1,1,0
40035,18,5,0,0,44,1,1,0.36,0.07,69,0.27,0.02,1,1,0
91241,14,9,30,0,2,0,0,0.5,1,48,0.19,0.01,0,0,4
13724,12,9,43,81,295,0,0,1,0,254,1,0.01,0,0,4
35846,49,9,1,0,9,0,0,0.11,0.33,1,0,0.31,0,0,1
117425,24,9,231,16978,3,0,0.06,1,0,255,1,0,0,0,4
86802,18,9,8,446,1,0,0,1,0,10,0.05,0.02,0,0,4
63621,47,9,80,5046,1,0,0,1,0,1,0.03,0.12,0,0,4
108978,44,9,1,0,40,0,0,0.03,0.2,1,0,0.1,0,0,1
58187,32,5,0,0,42,1,1,0.26,0.12,11,0.04,0.08,1,1,0
31794,24,9,337,658,9,0,0,1,0,255,1,0,0,0,4
23219,29,1,0,0,215,0,0,0.03,0.07,6,0.02,0.07,0,0,0
95195,49,1,0,0,155,0.04,0,0.01,0.99,1,0,0.62,0.02,0,1
81616,24,9,197,839,7,0,0,1,0,255,1,0,0,0,4
14884,24,9,345,884,8,0,0,1,0,255,1,0,0,0,4
94411,24,9,230,2239,4,0,0,1,0,228,0.89,0.01,0,0,4
70585,12,9,34,87,2,0,0,0.5,1,13,0.43,0.1,0,0,4
4582,24,9,216,420,20,0,0,1,0,255,1,0,0,0,4
34153,24,9,224,2531,7,0,0,1,0,255,1,0,0,0,4
12970,68,1,0,0,179,0,0,0.1,0.06,18,0.07,0.07,0,0,0
62188,24,9,311,7181,21,0,0,1,0,255,1,0,0,0,4
62790,24,9,326,900,6,0,0,1,0,188,1,0,0,0,4
108243,15,9,1032,0,126,0,0,1,0,126,0.49,0.01,0,0,0
60122,12,9,40,106,1,0,0,1,0,231,0.91,0.01,0,0,4
78806,18,5,0,0,29,1,1,0.24,0.14,30,0.24,0.04,0.98,0.9,0
97430,15,9,1032,0,320,0,0,1,0,255,1,0,0,0,0
82597,49,1,0,0,223,0,0,0.04,0.06,10,0.04,0.07,0,0,0
88693,24,9,274,535,1,0,0,1,0,255,1,0,0,0,4
83941,44,9,146,105,1,0,0,1,0,1,0,0.86,0,0,4
83097,44,1,0,0,367,0.1,0,0,1,1,0,1,0.11,0,1
47576,39,5,0,0,298,1,1,0.05,0.05,9,0.04,0.07,1,1,0
18239,24,9,227,20791,4,0.25,0.25,1,0,255,1,0,0.25,0.01,4
51309,12,9,45,72,20,0,0,1,0,252,0.99,0.01,0,0,4
3713,49,5,0,0,110,1,1,0.1,0.05,10,0.04,0.08,1,1,0
113693,49,9,1,0,2,0,0,1,0,9,0.04,0.89,0.03,0,1
55834,49,5,0,0,177,1,1,0.05,0.07,8,0.03,0.08,1,1,0
45974,4,5,0,0,273,1,1,0.08,0.05,21,0.08,0.05,1,1,0
70557,24,9,263,362,16,0,0,1,0,255,1,0,0,0,4
64888,24,9,202,454,1,0,0,1,0,255,1,0,0,0,4
107139,20,9,88382,0,20,0,0,1,0,92,0.47,0.06,0,0,4
86330,8,5,0,0,130,1,1,0.17,0.05,22,0.09,0.05,1,1,0
120912,49,5,0,0,199,1,1,0.09,0.06,18,0.07,0.07,1,1,0
17941,24,9,196,251,8,0,0,1,0,255,1,0,0,0,4
11644,57,5,0,0,235,1,1,0,0.06,1,0,0.07,1,1,0
9516,20,9,334,0,2,0,0,1,0,28,1,0,0,0,2
897,14,9,8,0,1,0,0,1,0,80,1,0,0,0,1
37834,21,1,0,0,222,0,0,0.05,0.06,11,0.04,0.08,0,0,0
122777,49,1,0,0,1,0,0,1,0,2,0.01,1,0,0,1
94089,63,5,0,0,273,1,1,0.07,0.05,19,0.07,0.05,1,1,0
68055,54,9,1454,333,1,0,0,1,0,198,0.73,0.02,0,0,4
3342,68,5,0,0,39,1,1,0.28,0.15,11,0.04,0.08,1,1,0
38122,49,5,0,0,48,1,1,0.4,0.1,19,0.07,0.08,1,1,0
97307,20,9,192,0,2,0,0,1,0,46,0.33,0.07,0,0,4
110383,49,5,0,0,122,1,1,0.15,0.07,2,0.01,0.07,1,1,0
18063,24,9,286,301,33,0,0,1,0,255,1,0,0,0,4
89159,12,9,46,78,136,0,0,1,0,254,1,0.01,0,0,4
80005,49,5,0,0,204,1,1,0.12,0.05,25,0.1,0.05,1,1,0
76748,54,9,1212,334,1,0,0,1,0,142,0.39,0.05,0,0,4
80020,36,5,0,0,40,1,1,0.28,0.15,11,0.04,0.09,1,1,0
78509,29,5,0,0,234,1,1,0.08,0.06,18,0.07,0.06,1,1,0
94457,24,9,310,314,8,0,0,1,0,255,1,0,0,0,4
63012,24,1,0,0,1,0,0,1,0,225,1,0,0,0,4
39765,29,5,0,0,254,1,1,0.03,0.07,8,0.03,0.07,1,1,0
58211,49,4,0,0,1,0,0,1,0,1,0,0.63,0,0,1
91935,24,9,304,2698,4,0,0,1,0,252,0.99,0.01,0,0,4
56087,12,9,45,121,160,0,0,1,0,255,1,0,0,0,4
28607,24,9,214,3413,19,0,0,1,0,255,1,0,0,0,4
78589,20,9,495,0,1,0,0,1,0,59,0.83,0.33,0,0,4
81494,15,9,1032,0,51,0,0,1,0,51,0.2,0.02,0,0,0
99552,54,5,0,0,11,1,0.85,1,0,136,0.46,0.01,0.99,0.52,0
7667,54,9,1266,330,1,0,0,1,0,76,0.68,0.05,0,0,4
119622,24,9,342,4046,48,0,0,1,0,255,1,0,0,0,4
59215,24,9,218,1065,15,0,0,1,0,255,1,0,0,0,4
85767,2,1,0,0,104,0,0,0.11,0.06,11,0.04,0.07,0,0,0
125248,24,9,287,6163,5,0,0,1,0,255,1,0,0,0,4
116922,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
38992,24,9,324,12909,23,0,0,1,0,255,1,0,0,0,4
32419,24,9,198,1215,2,0.5,0.5,1,0,255,1,0,0,0,4
91159,60,9,385,13126,1,0,0,1,0,22,0.09,0.06,0.58,0,4
38356,49,1,0,0,1,0,0,1,0,2,0.07,1,0,0,1
38454,54,9,2715,330,1,0,0,1,0,245,0.96,0.01,0,0,4
93422,24,9,360,189,12,0,0,1,0,66,1,0,0,0,4
71366,20,9,748,0,1,0,0,1,0,94,0.2,0.4,0,0,4
42173,24,9,356,759,19,0,0,1,0,255,1,0,0,0,4
41905,24,9,244,382,2,0,0.25,1,0,255,1,0,0,0,4
39651,24,9,221,758,17,0,0,1,0,255,1,0,0,0,4
26622,54,9,1130,329,1,0,0,1,0,142,0.58,0.06,0,0,4
6015,24,9,176,2207,1,0,0,1,0,255,1,0,0,0,4
42360,24,9,201,1584,7,0,0,1,0,255,1,0,0,0,4
26223,49,4,0,0,1,0,0,1,0,1,0,0.22,0,0,1
74687,20,9,71,0,1,0,0,1,0,7,0.03,0.97,0.96,0,4
96956,49,5,0,0,298,1,1,0.07,0.06,1,0,0.09,1,1,0
30822,24,5,0,0,3,1,1,0.67,0.67,62,0.25,0.02,0.99,1,0
48514,19,2,0,0,1,0,0,1,0,33,0.25,0.04,0,0,4
34658,12,9,136,43,284,0,0,1,0.01,140,0.81,0.01,0,0,4
100251,44,9,516,4,400,0,0,1,0,255,1,0,0,0,4
46415,18,9,7,139,1,0,0,1,0,10,0.04,0.03,0,0,4
117600,66,5,0,0,135,1,1,0.19,0.05,25,0.1,0.05,1,1,0
122409,20,9,567,0,1,0,0,1,0,77,0.12,0.07,0,0,4
76595,15,9,30,0,2,0,0,1,0,255,1,0,0,0,4
73426,24,9,318,1274,11,0,0,1,0,255,1,0,0,0,4
54097,24,9,315,255,26,0,0,1,0,255,1,0,0,0,4
19028,12,9,42,42,10,0,0,1,0,253,0.99,0.01,0,0,4
64517,12,9,44,119,110,0,0,1,0,255,1,0,0,0,4
119319,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
8439,12,9,43,69,212,0,0,1,0.01,254,1,0.01,0,0,4
56945,49,5,0,0,214,1,1,0.02,0.07,7,0.03,0.09,1,1,0
117197,24,9,285,1045,4,0.25,0.14,1,0,255,1,0,0.25,0,4
61767,24,9,325,4898,3,0,0,1,0,255,1,0,0,0,4
40959,4,5,0,0,231,1,1,0.01,0.06,4,0.02,0.07,1,1,0
15869,14,9,18,0,1,0,0,1,0,178,1,0,0,0,1
71976,54,9,1321,331,2,0,0,0.5,1,190,0.7,0.11,0,0,4
44468,44,1,0,0,511,0.12,0,0,1,1,0,1,0.15,0,1
115985,15,9,1032,0,302,0,0,1,0,255,1,0,0,0,0
15611,49,5,0,0,131,1,1,0.01,0.08,1,0,0.07,1,1,0
62920,49,5,0,0,182,1,1,0.02,0.06,16,0.06,0.07,1,1,0
40927,54,9,1116,334,1,0,0,1,0,135,0.67,0.02,0,0,4
1119,54,5,0,0,2,0.5,0.5,1,0,115,0.35,0.05,0.01,0.01,4
53174,49,5,0,0,264,1,1,0.04,0.06,11,0.04,0.09,1,1,0
12481,49,5,0,0,196,1,1,0.01,0.05,2,0.01,0.08,0.9,1,0
81835,49,5,0,0,200,1,1,0.04,0.06,7,0.03,0.07,1,1,0
124551,24,9,306,788,4,0,0,1,0,190,1,0,0,0,4
86642,14,9,8,0,1,0,0,1,0,230,1,0,0,0,1
45370,20,9,641,0,2,0,0,1,0,5,0.13,0.08,0,0,4
110730,11,1,0,0,253,0,0,0.05,0.06,13,0.05,0.08,0,0,0
6038,8,5,0,0,274,1,1,0.04,0.06,11,0.04,0.08,1,1,0
47247,26,5,0,0,117,1,1,0.02,0.08,2,0.01,0.06,1,1,0
90319,49,1,0,0,146,0,0,0.03,0.06,4,0.02,0.08,0,0,0
29706,49,5,0,0,207,1,1,0.08,0.06,18,0.07,0.08,1,1,0
54673,54,9,617,335,1,0,0,1,0,147,0.81,0.19,0,0,4
81655,24,9,218,323,6,0,0,1,0,255,1,0,0,0,4
50710,49,5,0,0,201,1,1,0,0.06,4,0.02,0.06,1,1,0
33212,24,9,343,388,12,0,0,1,0,255,1,0,0,0,4
121543,41,5,0,0,133,1,1,0.11,0.05,11,0.04,0.07,1,1,0
619,24,9,54540,8314,3,0,0,1,0,214,1,0,0,0,0
88713,49,5,0,0,247,1,1,0.04,0.06,19,0.07,0.08,1,1,0
46078,44,9,147,0,2,0,0,0.5,1,1,0,0.83,0,0,4
43232,44,9,1,0,22,0,0,0.09,0.23,2,0.01,0.21,0,0,1
50369,24,9,301,2507,4,0,0,1,0,247,0.97,0.01,0,0,4
83526,24,9,341,2830,4,0,0,1,0,255,1,0,0,0,4
121908,40,5,0,0,110,1,1,0.15,0.08,8,0.03,0.09,1,1,0
20842,34,5,0,0,95,1,1,0.21,0.05,20,0.08,0.07,1,1,0
107971,24,9,318,2229,3,0,0,1,0,255,1,0,0.05,0.01,4
56065,14,9,8,0,1,0,0,1,0,9,1,0,0,0,1
89311,20,9,6062,0,15,0,0,1,0,21,0.08,0.46,0,0,4
121445,66,5,0,0,130,1,1,0.05,0.06,9,0.04,0.06,1,1,0
61207,24,9,234,5381,9,0,0,1,0,255,1,0,0,0,4
120624,24,9,226,6550,1,0,0,1,0,255,1,0,0,0,4
17830,24,9,252,1461,2,0,0,1,0,255,1,0,0,0,4
4518,24,9,206,810,22,0,0,1,0,255,1,0,0,0,4
118327,49,5,0,0,208,1,1,0.03,0.07,9,0.04,0.07,1,1,0
118535,49,5,0,0,170,1,1,0.12,0.05,3,0.01,0.07,1,1,0
55770,24,9,308,1375,21,0,0,1,0,255,1,0,0,0,4
19955,14,9,8,0,1,0,0,1,0,96,1,0,0,0,1
8882,49,5,0,0,75,1,1,0.07,0.08,5,0.03,0.07,1,1,0
103479,20,5,0,0,44,1,1,0.23,0.09,50,0.24,0.02,0.99,1,0
44999,49,9,207,0,2,0,0,1,0,140,0.85,0.01,0,0,1
103453,21,5,0,0,208,1,1,0.08,0.07,18,0.07,0.07,1,1,0
120448,32,5,0,0,223,1,1,0,0.06,1,0,0.07,1,1,0
24845,24,2,0,0,2,0,0,1,0,255,1,0,0,0,4
80187,49,5,0,0,103,1,1,0.04,0.07,9,0.04,0.06,1,1,0
31212,24,9,329,2500,8,0,0,1,0,255,1,0,0,0,4
59383,12,9,44,44,120,0,0,1,0,227,0.89,0.01,0,0,4
125357,54,9,1169,327,1,0,0,1,0,191,0.64,0.03,0,0,4
67981,49,9,105,145,4,0,0,0.25,0.5,240,0.94,0.01,0,0,4
110155,24,9,377,1437,3,0.33,0.33,1,0,255,1,0,0.01,0,4
15214,10,5,0,0,247,1,1,0.06,0.06,7,0.03,0.08,1,1,0
78456,24,9,226,498,13,0,0,1,0,255,1,0,0,0,4
8530,44,9,852,0,5,0.2,0,0.2,0.6,1,0,0.02,0,0,4
87392,20,5,0,0,76,0.97,1,0.22,0.08,37,0.15,0.04,1,1,0
68909,27,1,0,0,510,0.13,0,0,1,1,0,1,0.19,0,1
96590,49,10,0,0,1,1,1,1,0,1,0,0.95,0.97,1,1
92770,35,1,0,0,1,0,0,1,0,2,0.03,1,0,0,1
74848,6,5,0,0,137,1,1,0.11,0.06,6,0.02,0.07,1,1,0
23874,29,5,0,0,252,1,1,0.1,0.05,25,0.1,0.06,1,1,0
9374,33,4,0,0,189,0,0,0.01,0.52,2,0.01,0.39,0,0,1
64809,24,9,144,584,1,0,0,1,0,255,1,0,0,0,4
45170,60,9,575,20378,1,0,0,1,0,19,0.07,0.06,0.56,0.05,4
29435,24,1,0,0,1,0,0,1,0,255,1,0,0,0.01,4
106834,24,9,343,2381,10,0,0,1,0,255,1,0,0,0,4
54540,54,9,1930,283,1,0,0,1,0,35,0.56,0.1,0,0,4
94637,30,5,0,0,136,1,1,0.13,0.07,18,0.07,0.06,1,1,0
96217,24,9,201,4841,2,0,0,1,0,255,1,0,0,0,4
63177,49,9,28,0,8,0,0,1,0,8,0.1,0.05,0,0,0
32212,49,9,28,0,65,0,0,1,0,65,0.25,0.01,0,0,0
33536,4,9,10,39,2,0,0,0.5,1,15,0.06,0.12,0,0,4
56847,24,9,330,7474,13,0,0,1,0,255,1,0,0,0,4
67240,49,1,0,0,269,0,0,0.06,0.06,16,0.06,0.06,0,0,0
7569,7,5,0,0,257,1,1,0,0.07,20,0.08,0.07,1,1,0
69613,24,9,347,8113,3,0,0,1,0,255,1,0,0,0,4
21164,54,9,998,329,1,0,0,1,0,142,0.62,0.04,0.01,0.01,4
102905,44,9,146,105,1,0,0,1,0,1,0,0.76,0,0,4
114131,20,9,4539,0,20,0,0,1,0,58,0.23,0.02,0,0,4
60071,49,5,0,0,128,1,1,0.1,0.05,13,0.05,0.05,1,1,0
83648,49,4,1,0,2,0,0,1,0,2,0.01,0.7,0,0,1
16241,49,9,1,26,18,0,0,0.28,0.17,5,0.02,0.85,0.16,0,1
50320,35,5,0,0,130,1,1,0.03,0.06,4,0.02,0.07,1,1,0
104217,8,1,0,0,259,0,0,0.04,0.07,11,0.04,0.07,0,0,0
63368,40,5,0,0,118,1,1,0.01,0.06,1,0,0.05,1,1,0
76338,24,9,214,10350,15,0,0,1,0,255,1,0,0,0,4
36344,24,9,217,337,10,0,0,1,0,255,1,0,0,0,4
48278,49,5,0,0,117,1,1,0.03,0.06,3,0.01,0.06,1,1,0
28922,14,9,8,0,1,0,0,1,0,102,1,0,0,0,1
102044,20,9,334,0,1,0,0,1,0,7,1,0,0,0,2
57247,12,9,43,138,198,0,0,1,0,84,0.68,0.02,0,0,4
46759,55,5,0,0,258,1,1,0.08,0.06,20,0.08,0.07,1,1,0
84977,19,9,1010,3081,1,0,0,1,0,56,0.24,0.02,0,0,4
124689,38,5,0,0,94,1,1,0.03,0.06,3,0.01,0.05,1,1,0
1730,24,9,291,375,4,0,0,1,0,255,1,0,0,0,4
105204,20,9,1874,0,2,0,0,1,0,93,0.26,0.02,0,0,4
7053,24,9,326,982,3,0,0,1,0,255,1,0,0,0,4
68391,33,5,0,0,147,1,1,0.11,0.05,16,0.06,0.05,1,1,0
41790,60,9,105,1399,1,0,0,1,0,2,0.02,0.05,0,0,4
48583,20,9,10389,0,12,0,0,1,0,59,0.45,0.06,0.01,0,4
19713,24,9,224,279,2,0,0,1,0,255,1,0,0,0,4
64418,24,9,228,1565,4,0.25,0.25,1,0,240,1,0,0,0.01,4
13128,24,9,217,312,7,0,0,1,0,255,1,0,0,0,4
42291,24,5,0,0,233,1,1,0.02,0.06,4,0.02,0.06,1,1,0
92784,49,5,0,0,146,1,1,0.12,0.06,18,0.19,0.09,1,1,0
89414,24,9,305,569,3,0,0,1,0,255,1,0,0,0,4
97848,24,9,309,103,3,0,0,1,0,255,1,0,0,0,4
13455,12,9,46,134,38,0,0,1,0,40,0.56,0.03,0,0,4
12685,28,5,0,0,178,1,1,0.04,0.07,8,0.03,0.06,1,1,0
70260,24,1,0,0,1,0,0,1,0,160,1,0,0,0,4
50903,49,1,0,0,232,0,0,0.09,0.06,20,0.08,0.07,0,0,0
2783,49,5,0,0,230,1,1,0.09,0.07,20,0.08,0.06,1,1,0
27368,12,9,41,115,204,0,0,1,0.01,255,1,0,0,0,4
99227,20,5,0,0,277,1,1,0.04,0.06,12,0.05,0.09,1,1,0
70916,49,5,0,0,123,1,1,0.04,0.06,5,0.02,0.05,1,1,0
45798,15,9,1032,0,1,0,0,1,0,3,0.01,0.05,0.41,0,0
81548,49,5,0,0,244,1,1,0.04,0.07,9,0.04,0.06,1,1,0
53925,49,9,105,147,2,0,0,1,0,226,0.89,0.01,0,0,4
122123,14,9,8,0,1,0,0,1,0,90,1,0,0,0,1
83798,35,1,0,0,227,0,0,0.01,0.07,3,0.01,0.07,0,0,0
30619,44,4,1,0,2,0,0,1,0,2,0.01,0.74,0,0,1
852,17,5,0,0,108,1,1,0.17,0.06,9,0.04,0.07,1,1,0
50691,12,9,46,75,149,0,0,1,0,255,1,0,0,0,4
105379,34,5,0,0,138,1,1,0.04,0.05,5,0.02,0.05,1,1,0
117724,49,5,0,0,287,1,1,0.05,0.06,3,0.01,0.07,1,1,0
103956,24,9,210,5003,2,0,0,1,0,255,1,0,0,0.01,4
19293,24,9,263,4097,1,0,0,1,0,255,1,0,0,0,4
106568,14,9,8,0,1,0,0,1,0,120,1,0,0,0,1
